paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p148-biton.pdf,"Challenge: CeTV and Ca-Fi – Cellular and Wi-Fi over CATV
",Challenge: CeTV and Ca-Fi – Cellular and Wi-Fi over CATV
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p185-akella.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p73-kodialam.pdf,,final.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p132-ramanathan.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p156-raman.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p43-kyasanur.pdf,,capacity.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p88-bruck.pdf,"M
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2005/p170-jain.pdf,"Model T: An Empirical Model for User Registration Patterns in a Campus Wireless LAN
",1568958043-jain.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p205-altman.pdf,"Capacity of Multi-service Cellular Networks with Transmission-Rate Control: A Queueing Analysis
",MobiCom'02: Capacity of Multi-service Cellular Networks with Transmission-Rate Control: A Queueing Analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p172-cagalj.pdf,"Minimum-Energy Broadcast in All-Wireless Networks: NP-Completeness and Distribution Issues
",MobiCom'02: Minimum-Energy Broadcast in All-Wireless Networks: NP-completeness and distribution issues
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p131-yokota.pdf,"Link Layer Assisted Mobile IP Fast Handoff Method over Wireless LAN Networks
",MobiCom'02: Link Layer Assisted Mobile IP Fast Handoff Method over Wireless LAN Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p95-zandy.pdf,"Reliable Network Connections
",MobiCom'02: Reliable Network Connections
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p71-chan.pdf,"TCP/IP Performance over 3G Wireless Links with Rate and Delay Variation
",MobiCom'02: TCP/IP Performance over 3G Wireless Links with Rate and Delay Variation
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p239-lum.pdf,"On Balancing Between Transcoding Overhead and Spatial Consumption in Content Adaptation
",MobiCom'02: On Balancing Between Transcoding Overhead and Spatial Consumption in Content Adaptation
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p140-scaglione.pdf,,MobiCom'02: On the Interdependence of Routing and Data Compression in Multi-Hop Sensor Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p36-jung.pdf,"A Power Control MAC Protocol for Ad Hoc Networks
",p36-jung.pdf
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p83-hsieh.pdf,"A Transport Layer Approach for Achieving Aggregate Bandwidths on Multi-homed Mobile Hosts
",MobiCom'02: A Transport Layer Approach for Achieving Aggregate Bandwidths on Multi-homed Mobile Hosts
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p227-ladd.pdf,,MobiCom'02: Robotics-Based Location Sensing using Wireless Ethernet
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p12-hu.pdf,"Ariadne: A Secure On-Demand Routing Protocol for Ad Hoc Networks
",MobiCom'02: Ariadne: A Secure On-Demand Routing Protocol for Ad Hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p271-phan.pdf,,MobiCom'02: Challenge: Integrating mobile wireless devices into the computational grid
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p24-sadeghi.pdf,"Opportunistic Media Access for Multirate Ad Hoc Networks
",MobiCom'02: Opportunistic Media Access for Multirate Ad Hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p251-su.pdf,"Rajicon
",MobiCom'02: Rajicon: Remote PC GUI Operations via Constricted Mobile Interface
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p148-ye.pdf,,MobiCom'02: A Two-Tier Data Dissemination Model for Large-scale Wireless Sensor Networks 
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p59-choudhury.pdf,"Using Directional Antennas for Medium Access Control in Ad Hoc Networks
",MobiCom'02: Using Directional Antennas for Medium Access Control in Ad Hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p48-bao.pdf,"Transmission Scheduling in Ad Hoc Networks with Directional Antennas
",MobiCom'02: Transmission Scheduling in Ad Hoc Networks with Directional Antennas
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p279-edwards.pdf,"Challenge: Recombinant Computing andthe Speakeasy Approach
",MobiCom'02: Challenge: Recombinant computing and the speakeasy approach
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p183-blough.pdf,"Investigating Upper Bounds on Network Lifetime Extension for Cell-Based Energy Conservation Techniques in Stationary Ad Hoc Networks
",MobiCom'02: Investigating Upper Bounds on Network Lifetime Extension for Cell-Based Energy Conservation Techniques in Stationary Ad Hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p160-shih.pdf,"Wake on Wireless: An Event Driven Energy Saving Strategy for Battery Operated Devices
",MobiCom'02: Wake on Wireless: An event driven energy saving strategy for battery operated devices
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p119-krashinsky.pdf,,MobiCom'02: Minimizing Energy for Wireless Web Access with Bounded Slowdown
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p193-siris.pdf,"Resource Control for Elastic Trafﬁc in CDMA Networks
",MobiCom'02: Resource Control for Elastic Traffic in CDMA Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p263-jain.pdf,"Challenges: Environmental Design for Pervasive Computing Systems
",MobiCom'02: Challenges: Environmental Design for Pervasive Computing Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p1-corner.pdf,"Zero-Interaction Authentication
",MobiCom'02: Zero-Interaction Authentication
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2002/p215-bejerano.pdf,,MobiCom'02: Efficient Integration of Multi-hop Wireless and Wired Networks with QoS Constraints
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p109-bejerano.pdf,"Efﬁcient Location Area Planning for Personal Communication Systems
",MobiCom03: Efficient Location Area Planning for Personal Communication Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p147-zhou.pdf,"Reactive Routing Overhead in Networks with Unreliable Nodes
",MobiCom03: Reactive Routing Overhead in Networks with Unreliable Nodes
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p217-jardosh.pdf,,MobiCom03: Towards Realistic Mobility Models For Mobile Ad hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p300-hajiaghayi.pdf,"Power Optimization in Fault-Tolerant Topology Control Algorithms for Wireless Multi-hop Networks
",MobiCom03: Power Optimization in Fault-Tolerant Topology Control Algorithms for Wireless Multi-hop Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p190-kim.pdf,"Improving Protocol Capacity with Model-based Frame Scheduling in IEEE 802.11-operated WLANs
",MobiCom03: Improving Protocol Capacity with Model-based Frame Scheduling in IEEE 802.11-operated WLANs
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p313-li.pdf,"Distributed Algorithms for Guiding Navigation across a Sensor Network
",MobiCom03: Distributed Algorithms for Guiding Navigation across a Sensor Network
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p29-hsieh.pdf,"A Comparison of Mechanisms for Improving Mobile IP Handoff Latency for End-to-End TCP
",MobiCom03: A Comparison of Mechanisms for Improving Mobile IP Handoff Latency for End-to-End TCP
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p176-anand.pdf,"Self-Tuning Wireless Network Power Management
",MobiCom03: Self-Tuning Wireless Network Power Management
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p1-hsieh.pdf,"A Receiver-Centric Transport Protocol for Mobile Hosts with Heterogeneous Wireless Interfaces
",MobiCom03: A Receiver-Centric Transport Protocol for Mobile Hosts with Heterogeneous Wireless Interfaces
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p339-bonald.pdf,"Wireless Downlink Data Channels: User Performance and Cell Dimensioning
",MobiCom03: Wireless Downlink Data Channels: User Performance and Cell Dimensioning
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p273-carter.pdf,"Manycast: Exploring the Space Between Anycast and Multicast in Ad Hoc Networks
",MobiCom03: Manycast: Exploring the Space Between Anycast and Multicast in Ad Hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p245-anderegg.pdf,"Ad hoc-VCG: A Truthful and Cost-Efﬁcient Routing Protocol for Mobile Ad hoc Networks with Selﬁsh Agents
",MobiCom03: Ad hoc-VCG: A Truthful and Cost-Efficient Routing Protocol for Mobile Ad hoc Networks with Selfish Agents
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p326-lin.pdf,"ARC: An Integrated Admission and Rate Control Framework for CDMA Data Networks Based on Non-Cooperative Games
",MobiCom03: ARC: An Integrated Admission and Rate Control Framework for CDMA Data Networks Based on Non-Cooperative Games
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p161-qiao.pdf,"MiSer: An Optimal Low-Energy Transmission Strategy for IEEE 802.11a/h
",MobiCom03: MiSer: An Optimal Low-Energy Transmission Strategy for IEEE 802.11a/h
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p230-zerfos.pdf,"DIRAC: A Software-based Wireless Router System
",MobiCom03: DIRAC: A Software-based Wireless Router System
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p134-decouto.pdf,"A High-Throughput Path Metric for Multi-Hop Wireless Routing
",MobiCom03: A High-Throughput Path Metric for Multi-Hop Wireless Routing
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p81-he.pdf,"Range-Free Localization Schemes for Large Scale Sensor Networks
",MobiCom03: Range-Free Localization Schemes for Large Scale Sensor Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p42-kodialam.pdf,"Characterizing Achievable Rates in Multi-hop Wireless Networks: The Joint Routing and Scheduling Problem
",MobiCom03: Characterizing Achievable Rates in Multi-hop Wireless Networks: The Joint Routing and Scheduling Problem
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p55-kozat.pdf,"Throughput Capacity of Random Ad Hoc Networks with Infrastructure Support
",MobiCom03: Throughput Capacity of Random Ad Hoc Networks with Infrastructure Support
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p260-niculescu.pdf,"Trajectory Based Forwarding and Its Applications
",MobiCom03: Trajectory Based Forwarding and Its Applications
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p66-jain.pdf,"Impact Of Interference On Multi-hop Wireless Network Performance
",MobiCom03: Impact Of Interference On Multi-hop Wireless Network Performance
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p205-yoon.pdf,"Sound Mobility Models
",MobiCom03: Sound Mobility Models
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p286-pan.pdf,"Topology Control for Wireless Sensor Networks
",MobiCom03: Topology Control for Wireless Sensor Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p96-rao.pdf,"Geographic Routing without Location Information
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p122-srinivas.pdf,"Minimum Energy Disjoint Path Routing in Wireless Ad-hoc Networks
",MobiCom03: Minimum Energy Disjoint Path Routing in Wireless Ad-hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2003/p16-xu.pdf,"Enhancing TCP Fairness in Ad Hoc Wireless Networks Using Neighborhood RED
",MobiCom03: Enhancing TCP Fairness in Ad Hoc Wireless Networks Using Neighborhood RED
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p45-hu.pdf,"Localization for Mobile Sensor Networks
",Microsoft Word - mobicom2004-final.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p58-niculescu.pdf,,VOR basestations for Indoor 802.11 Positioning
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p216-bahl.pdf,"SSCH: Slotted Seeded Channel Hopping for Capacity Improvement in IEEE 802.11 Ad-Hoc Wireless Networks
",SSCH.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p70-haeberlen.pdf,"Practical Robust Localization over Large-Scale 802.11 Wireless Networks
",mobicom.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p330-carvalho.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p260-kuhn.pdf,"Initializing Newly Deployed Ad Hoc and Sensor Networks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p245-wang.pdf,"Truthful Multicast Routing in Selﬁsh Wireless Networks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p360-jayashree.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p302-sang.pdf,"Coordinated Load Balancing, Handoff/Cell-site Selection, and Scheduling in Multi-cell Packet Data Systems
",multicell_MOBICOM.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p129-gui.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p174-meng.pdf,,2976-meng.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p202-aad.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p85-chang.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p16-popa.pdf,"Using Code Collection to Support Large Applications on Mobile Devices
",Microsoft Word - p2858-popa1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p287-gambiroza.pdf,,tap-f.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p231-yu.pdf,"Improving TCP Performance over Mobile Ad Hoc Networks by Exploiting Cross-Layer Information Awareness
",03main.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p144-kumar.pdf,"On k-Coverage in a Mostly Sleeping Sensor Network
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p114-draves.pdf,"Routing in Multi-Radio, Multi-Hop Wireless Mesh Networks
",multiradio.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p30-adya.pdf,"Architecture and Techniques for Diagnosing Faults in IEEE 802.11 Infrastructure Networks
",main.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p315-bejerano.pdf,"Fairness and Load Balancing in Wireless LANs Using Association Control
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p275-li.pdf,"FLSS: A Fault-Tolerant Topology Control Algorithm for Wireless Networks
",flss.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p345-ji.pdf,"Exploiting Medium Access Diversity in Rate Adaptive Wireless LANs
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p1-baratto.pdf,"MobiDesk: Mobile Virtual Desktop Computing
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p100-basu.pdf,"Network Deformation: Trafﬁc-Aware Algorithms for Dynamically Reducing End-to-end Delay in Multi-hop Wireless Networks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/MobiCom/MobiCom2004/p159-chakravorty.pdf,"Performance Optimizations for Wireless Wide-area Networks: Comparative Study and Experimental Evaluation
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a22-mahfouz.pdf,"Patterns for Service-Oriented Information Exchange Requirements
",Microsoft Word - plop-final-acm
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a9-morrison.pdf,"The Credentials Pattern
",Microsoft Word - TheCredentialsPatt_acmJune03-08.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a21-wirfs-brock.pdf,"Problem Frame Patterns: An Exploration of Patterns in the Problem Space
",20080515+ACM_ProblemFramePatterns_v05
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a23-hentrich.pdf,"Patterns for Business Object Model Integration in Process-Driven and Service-Oriented Architectures
",Microsoft Word - plop06 V2.1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a26-arumi.pdf,"A Dataﬂow Pattern Catalog for Sound and Music Computing
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a31-saadawi.pdf,"Universal E-Catalog pattern
",Microsoft Word - E-Catalog - ACMv2.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a5-kile.pdf,"Busy Person Patterns
",Busy Peson Patterns
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a14-raner.pdf,"The Mutator Pattern
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a13-coelho.pdf,"The Application Monitor Aspect Pattern
",Microsoft Word - ACM_plop.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a20-martin.pdf,"Programmers are from Mars, Customers are from Venus: A practical guide for customers on XP Projects
",Microsoft Word - plop2006-acm-v3-rb.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a30-riehle.pdf,"Value Object
",Microsoft Word - plop-2006-value-object-for-acm-dl.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a6-bergin.pdf,"ACTIVE LEARNING AND FEEDBACK PATTERNS
",MoreActiveLearningPa#2C0585.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a27-elssamadisy.pdf,"Functional Testing: A Pattern to Follow and the Smells to Avoid
",Microsoft Word - FunctionalTesting_ElssamadisyAndWhitmore2.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a18-hanmer.pdf,"Error Containment
",Real Time and Resource Overload Language
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a32-giesecke.pdf,"Taxonomy of Architectural Style Usage
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a17-bachmann.pdf,"Static and Metaprogramming Patterns and Static Frameworks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a34-field.pdf,"Two Executable Mobility Design Patterns: mfold and mmap
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a10-fernandez.pdf,"Even more patterns for secure operating systems
",Microsoft Word - EvenMorePatternsForSecureOS_ACM_Format_for_DL.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLoP/PLoP2006/a8-fernandez.pdf,"Patterns for Session-Based Access Control
",Microsoft Word - efgp_Plop06.doc
