paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2030-loh.pdf,"Comparing Keywords and Taxonomies in the Representation of Users Proﬁles in a Content-Based Recommender System
",Comparing Keywords and Taxonomies in the Representation of Users Profiles in a Content-Based Recommender System
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p992-holanda.pdf,"Introducing Self-Adaptability into Transaction Processing
",Introducing Self-Adaptability into Transaction Processing
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p580-peristeras.pdf,"Organizational Engineering in Public Administration: The State of the Art on eGovernment Domain Modeling
",Organizational Engineering in Public Administration: The State of the Art on eGovernment Domain Modeling
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2167-goeschka.pdf,"E
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p468-kegeyama.pdf,"Apull basede mailarchitecture
",A Pull-Based E-Mail Architecture
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p119-ramos.pdf,"Framework Composition Conformance via Reﬁnement Checking
",Framework Composition Conformance via Refinement Checking
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1845-lasserre.pdf,,Computing the Real Variety of an Ideal – A Real Algebraic and Symbolic-Numeric Algorithm
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p184-logozzo.pdf,"Pentagons: A Weakly Relational Abstract Domain for the Efﬁcient Validation of Array Accesses
",Pentagons: A Weakly Relational Abstract Domain for the Efficient Validation of Array Accesses
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1913-rezende.pdf,"Publish/Subscribe Architecture for Mobile Ad hoc Networks
",Publish/Subscribe Architecture for Mobile Ad hoc Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p451-zhu.pdf,"Perspective Rectification of Camera-based Document Images Using Local Linear Structure
",Perspective Rectification of Camera-Based Document Images using Local Linear Structure
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p447-takasu.pdf,"Information Extraction from Scanned Documents by Stochastic Page Layout Analysis
",Information Extraction from Scanned Documents by Stochastic Page Layout Analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1767-ercan.pdf,"A performance comparison of PSO and GA in scheduling hybrid Flow-shops with multiprocessor tasks
",A Performance Comparison of PSO and GA in Scheduling Hybrid Flow-Shops with Multiprocessor Tasks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2006-adnane.pdf,"Autonomic trust reasoning enables misbehavior detection in OLSR
",Autonomic Trust Reasoning Enables Misbehavior Detection in OLSR
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p694-de_la_rocha.pdf,"An Environment for the Rapid Development of Embedded File Systems
",An Environment for the Rapid Development of Embedded File Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p82-mutschler.pdf,"Workﬂow Management versus Case Handling: Results from a Controlled Software Experiment
",Workflow Management versus Case Handling: Results from a Controlled Software Experiment
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p360-ballabriga.pdf,"An improved approach for set-associative instruction cache partial analysis
",An Improved Approach for Set-Associative Instruction Cache Partial Analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2052-de_aquino.pdf,"Sensor Stream Reduction For Clustered Wireless Sensor Networks
",Sensor Stream Reduction for Clustered Wireless Sensor Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1642-bulcao_neto.pdf,"Supporting ethnographic studies of ubiquitous computing in the medical grand round experience
",Supporting Ethnographic Studies of Ubiquitous Computing in the Medical Grand Round Experience
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1602-luiz.pdf,"A new Approach to Control a Population of Mobile Robots using Genetic Programming
",A new Approach to Control a Population of Mobile Robots using Genetic Programming
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1476-bechini.pdf,"E
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2331-stojanovic.pdf,"On the Conceptual Tag Refinement
",On the Conceptual Tag Refinement
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p981-haraty.pdf,"Editorial Message: Special Track on Database Theory, Technology, and Applications
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1273-althaus.pdf,"ComputingH/D ExchangeSpeedsofSingleResiduesfromDataofPepticFragments
",Computing H/D-Exchange Speeds of Single Residues from Data of Peptic Fragments
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1003-yui.pdf,"XBird/D: Distributed and Parallel XQuery Processing using Remote Proxy
",XBird/D: Distributed and Parallel XQuery Processing using Remote Proxy
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p961-anagnostopoulos.pdf,"Deciding what to observe next: adaptive variable selection for regression in multivariate data streams
",Deciding What to Observe Next: Adaptive Variable Selection for Regression in Multivariate Data Streams
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p376-vargun.pdf,"Code-Carrying Theory
",Code-Carrying Theory
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1705-lee.pdf,"A Group Management Scheme for an Efﬁcient Location-Based Service
",A Group Management Scheme for an Efficient Location-Based Service
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2358-xu.pdf,,Modeling and Verifying BPEL using Synchronized Net
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1614-kameas.pdf,"E
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p886-costa.pdf,"AHierarchicalModel basedApproachtoCo ClusteringHigh DimensionalData
",A Hierarchical Model-Based Approach to Co-Clustering High-Dimensional Data
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p765-dong.pdf,"Design Pattern Detection by Template Matching
",Design Pattern Detection by Template Matching
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1528-lu.pdf,"A Hybrid Software-Based Self-Testing methodology for Embedded Processor
",A Hybrid Software-Based Self-Testing Methodology for Embedded Processor
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p315-ordinez.pdf,,A Behavior Priority Driven Approach for Resource Reservation Scheduling
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1062-monnerat.pdf,,Enterprise Systems Modeling: The ERP5 Development Process
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1463-nassiri.pdf,"Increasing Trust through the Use of 3D e-commerce Environment
",Increasing Trust through the use of 3D e-Commerce Environment
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1207-cheng.pdf,"Semi-Supervised Dimensionality Reduction in Image Feature Space
",Semi-Supervised Dimensionality Reduction in Image Feature Space
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p982-cutt.pdf,"Managing Data Quality in a Terabyte-scale Sensor Archive
",Managing Data Quality in a Terabyte-Scale Sensor Archive
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1878-hosokawa.pdf,"A Location-aware Information Browser implemented on BREW-based Mobile Phones
",A Location-Aware Information Browser Implemented on BREW-Based Mobile Phones
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1590-gui.pdf,,A Hybrid Real-Time Component Model for Reconfigurable Embedded Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1772-de_a_silva.pdf,"FUZZY AND NEURO-FUZZY ESTIMATES OF THE TOTAL HEIGHT OF EUCALYPTUS TREES
",Fuzzy and Neuro-Fuzzy Estimates of the Total Height of Eucalyptus Trees
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1935-sultana.pdf,"Ubicomp Secretary: A Web Service based Ubiquitous Computing Application
",Ubicomp Secretary: A Web Service based Ubiquitous Computing Application
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1048-dirgahayu.pdf,"Designing Interaction Behaviour in Service-Oriented Enterprise Application Integration
",Designing Interaction Behaviour in Service-Oriented Enterprise Application Integration
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p347-bavera.pdf,"Type-Based Information Flow Analysis for Bytecode Languages with Variable Object Field Policies
",Type-Based Information Flow Analysis for Bytecode Languages with Variable Object Field Policies
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p339-hojjat.pdf,"A Framework for Performance Evaluation and Functional Veriﬁcation in Stochastic Process Algebras
",A Framework for Performance Evaluation and Functional Verification in Stochastic Process Algebras
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p987-isikman.pdf,"Adaptive Weighted Multi-Criteria Fuzzy Query Processing for Web Based Real Estate Applications
",Adaptive Weighted Multi-Criteria Fuzzy Query Processing for Web based Real Estate Applications
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1509-sykora.pdf,,Dynamic Configuration of Application-Specific Implicit Instructions for Embedded Pipelined Processors
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p956-kontaki.pdf,"Continuous k-Dominant Skyline Computation on Multidimensional Data Streams
",Continuous k-Dominant Skyline Computation on Multidimensional Data Streams
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1989-almeida.pdf,"
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p797-ding.pdf,"An Approach for Speciﬁcation Construction Using Property-Preserving Reﬁnement Patterns
",An Approach for Specification Construction using Property-Preserving Refinement Patterns
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2159-zuquete.pdf,"Veriﬁable Anonymous Vote Submission
",Verifiable Anonymous Vote Submission
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2181-armendariz-inigo.pdf,"SIPRe: A Partial Database Replication Protocol with SI Replicas
",SIPRe: A Partial Database Replication Protocol with SI Replicas
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2432-lee.pdf,"Ranking with Tagging as Quality Indicators
",Ranking with Tagging as Quality Indicators
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1762-perciano.pdf,"Restoration of Vibro-acoustography Images
",Restoration of Vibro-Acoustography Images
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1843-jermann.pdf,"A Constraint Hierarchies Approach to Geometric Constraints on Sketches
",A Constraint Hierarchies Approach to Geometric Constraints on Sketches
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1457-doring.pdf,"Advanced Preference Query Processing for E-Commerce
",Advanced Preference Query Processing for e-Commerce
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2271-groppe.pdf,"Embedding SPARQL into XQuery/XSLT
",Embedding SPARQL into XQuery/XSLT
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p222-telecken.pdf,"Applying Markup Language Resources in the Specification of Visual Alphabets and Visual Sentences
",Applying Markup Language Resources in the Specification of Visual Alphabets and Visual Sentences
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1826-meira.pdf,,A Continuous Facility Location Problem and its Application to a Clustering Problem
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2085-guerra.pdf,,Attaining Soft Real-Time Constraint and Energy-Efficiency in Web Servers
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1861-velloso.pdf,"Percolation Analyses in a Swarm Based Algorithm for Shortest-path Finding
",Percolation Analyses in a Swarm based Algorithm for Shortest-Path Finding
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p132-rossi.pdf,"EPML
",EPML: An Executable Process Modeling Language for Process-Aware Applications
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1450-akhter.pdf,"Editorial Message Special Track on E-Business Applications
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1231-cohen.pdf,"The Volume in Focus: Hardware-assisted Focus and Context Effects for Volume Visualization
",The Volume in Focus: Hardware-Assisted Focus and Context Effects for Volume Visualization
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1422-silva.pdf,"Automated Segmentation and Volumetric Analysis of Brain Components on MR Imaging
",Automated Segmentation and Volumetric Analysis of Brain Components on MR Imaging
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p688-kaegi.pdf,"Modular Java Web Applications
",Modular Java Web Applications
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1038-adaikkalavan.pdf,"Events must be Complete in Event Processing !
",Events Must be Complete in Event Processing!
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1127-naderi.pdf,"
",A Graph-Based Profile Similarity Calculation Method for Collaborative Information Retrieval
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1069-zhang.pdf,"A Model-based Semi-Quantitative Approach for Evaluating Security of Enterprise Networks
",A Model-Based Semi-Quantitative Approach for Evaluating Security of Enterprise Networks
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p326-spoto.pdf,"E
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p804-shen.pdf,"ICER: A Tool for Finding Errors in a UML Model
",ICER: A Tool for Finding Errors in a UML Model
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p489-shih.pdf,"Middleware of Taiwan UniGrid
",Middleware of Taiwan UniGrid
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p44-li.pdf,,Coordination Schemes in Distributed Simulation of Relativistic Particle Transport
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p614-dias.pdf,"Elaboration of Use Case Specifications: an approach based on Use Case Fragments
",Elaboration of use Case Specifications: An Approach based on use Case Fragments
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1132-mandl.pdf,"How Robust are Multilingual Information Retrieval Systems?
",How Robust are Multilingual Information Retrieval Systems?
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p128-braghetto.pdf,"Using Process Algebra to Control the Execution of Business Processes
",Using Process Algebra to Control the Execution of Business Processes
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p240-denny.pdf,"IELR(1): Practical LR(1) Parser Tables for Non-LR(1) Grammars with Conﬂict Resolution
",IELR(1): Practical LR(1) Parser Tables for Non-LR(1) Grammars with Conflict Resolution
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1395-santos.pdf,"A Ubiquitous Computing Environment for Medical Education
",A Ubiquitous Computing Environment for Medical Education
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p130-vasirani.pdf,"Decentralized Coordination Strategies for the Vehicle Routing Problem
",Decentralized Coordination Strategies for the Vehicle Routing Problem
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p809-bueno.pdf,"Automatic Test Data Generation Using Particle Systems
",Automatic Test Data Generation using Particle Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1268-araujo.pdf,"FlagelLink: A Decision Support System for Distributed Flagellar Data using Data Warehouse
",FlagelLink: A Decision Support System for Distributed Flagellar Data using Data Warehouse
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p13-de_oliveira.pdf,"A Vehicular Waiting Time Heuristic for Dynamic Vehicle Routing Problem
",A Vehicular Waiting Time Heuristic for Dynamic Vehicle Routing Problem
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2256-garcia.pdf,"Web Service Security Management Using Semantic Web Techniques
",Web Service Security Management using Semantic Web Techniques
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1380-ishikawa.pdf,"Medical Image Analysis using Mobile Devices
",Medical Image Analysis using Mobile Devices
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1849-saffarian.pdf,"A Novel Protocol to Prevent Malicious Nodes from Misdirecting Forward Ants in AntNet Algorithm
",A Novel Protocol to Prevent Malicious Nodes from Misdirecting Forward Ants in AntNet Algorithm
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1433-wei.pdf,"Mining Spam Email to Identify Common Origins for Forensic Application
",Mining Spam Email to Identify Common Origins for Forensic Application
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1969-beal.pdf,"Fast Self-Healing Gradients
",crf.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1117-pasca.pdf,,Towards Temporal Web Search
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p333-abed.pdf,"Reachability Analysis using Multiway Decision Graphs in The HOL Theorem Prover
",Reachability Analysis using Multiway Decision Graphs in the HOL Theorem Prover
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1758-tarau.pdf,"Revisiting Exact Combinational Circuit Synthesis
",Revisiting Exact Combinational Circuit Synthesis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1678-kucinskis.pdf,"An Onboard Knowledge Representation Tool for Satellite Autonomous Applications
",An Onboard Knowledge Representation Tool for Satellite Autonomous Applications
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1410-costa.pdf,"Parametric Cepstral Analysis for Pathological Voice Assessment
",Parametric Cesptral Analysis for Pathological Voice Assessment
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1832-denner-broser.pdf,"An Algorithm for the Tracing Problem Using Interval Analysis
",An Algorithm for the Tracing Problem using Interval Analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2145-sarmenta.pdf,"Ofﬂine Count-Limited Certiﬁcates
",Offline Count-Limited Certificates
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2237-wang.pdf,"Semantic Web Services Selection Improved by Application Ontology with Multiple Concept Relations
",Semantic Web Services Selection Improved by Application Ontology with Multiple Concept Relations
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1793-nogueira.pdf,"A Nervous System Model for Direct Dynamics Animation Control Based on Evolutionary Computation
",A Nervous System Model for Direct Dynamics Animation Control based on Evolutionary Computation
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p741-cheng.pdf,"SoftMon: Programmable Software Monitoring with Minimum Overhead by Helper-Threading
",SoftMon: Programmable Software Monitoring with Minimum Overhead by Helper-Threading
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2024-uddin.pdf,"CAT: A Context-Aware Trust Model for Open and Dynamic Systems
",CAT: A Context-Aware Trust Model for Open and Dynamic Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1715-chang.pdf,"A Self-Balancing Striping Scheme for NAND-Flash Storage Systems
",A Self-Balancing Striping Scheme for NAND-Flash Storage Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1801-carvalho.pdf,"Replica Identiﬁcation using Genetic Programming
",Replica Identification using Genetic Programming
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1292-shao.pdf,"Strangeness-based Feature Weighting and Classiﬁcation of Gene Expression Proﬁles
",Strangeness-Based Feature Weighting and Classification of Gene Expression Profiles
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1647-noguera.pdf,". .
",Context Distribution for Supporting Composition of Applications in Ubiquitous Computing
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1976-degesys.pdf,"Synchronization of Strongly Pulse-Coupled Oscillators with Refractory Periods and Random Medium Access
",Synchronization of Strongly Pulse-Coupled Oscillators with Refractory Periods and Random Medium Access
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1788-braga.pdf,"A GA-based Feature Selection and Parameters Optimization for Support Vector Regression Applied to Software Effort Estimation
",A GA-Based Feature Selection and Parameters Optimization for Support Vector Regression Applied to Software Effort Estimation
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p261-juarez-martinez.pdf,"´Enfasis: A Model for Local Variable Crosscutting
",Énfasis: A Model for Local Variable Crosscutting
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2261-antoniou.pdf,"A System for Modal and Deontic Defeasible Reasoning
",A System for Modal and Deontic Defeasible Reasoning
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p869-razente.pdf,"Aggregate Similarity Queries in Relevance Feedback Methods for Content-based Image Retrieval
",Aggregate Similarity Queries in Relevance Feedback Methods for Content-Based Image Retrieval
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1561-ngonga_ngomo.pdf,"Knowledge-Free Discovery of Domain-Speciﬁc Multiword Units
",Knowledge-Free Discovery of Domain-Specific Multiword Units
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p50-ricci.pdf,"E
",Track Editorial
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1145-bechini.pdf,"Enabling Ontology-based Document Classification and Management in ebXML Registries
",Enabling Ontology-Based Document Classification and Management in ebXML Registries
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1482-atoofian.pdf,"Exploiting Program Cyclic Behavior to Reduce Memory Latency in Embedded Processors
",Exploiting Program Cyclic Behavior to Reduce Memory Latency in Embedded Processors
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p308-cruz.pdf,,Towards a Model-Driven Engineering Approach for Developing Embedded Hard Real-Time Software
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2266-grutter.pdf,"Extending an Ontology-based Search with a Formalism for Spatial Reasoning
",Extending an Ontology-Based Search with a Formalism for Spatial Reasoning
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1854-overeinder.pdf,"Web Service Access Management for Integration with Agent Systems
",Web Service Access Management for Integration with Agent Systems
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p151-benedetti.pdf,"Modeling Adversary Scheduling with QCSP
",Modeling Adversary Scheduling with QCSP+
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p2153-kemalis.pdf,"SQL-IDS: A Specification-based Approach for SQL-Injection Detection
",SQL-IDS: A Specification-Based Approach for SQL-Injection Detection
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/SAC/SAC2008/p1698-kuo.pdf,"Editorial Message: Special Track on Adaptive Techniques in Operating Systems
",Track Editorial
